,,,,,Grade 3,,,,,Grade 4,,,,,Grade 5,,,,,Grade 6,,,,,Grade 7,,,,,Grade 8,,,,,Grade 11,,,,,,
County,County Name,AEA,District #,District Name,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,,
42,Hardin,07,0009,AGWSR,7,31,38,81.6,,10,31,41,75.6,,9,29,38,76.3,,5,24,29,82.8,,4,21,25,84,,8,31,39,79.5,,6,27,33,81.8,,,
39,Guthrie,11,0018,Adair-Casey,5,13,18,72.2,,7,19,26,73.1,,3,21,24,87.5,,3,14,17,82.4,,7,16,23,69.6,,9,13,22,59.1,,7,18,25,72,,,
25,Dallas,11,0027,Adel DeSoto Minburn,18,107,125,85.6,,10,106,116,91.4,,6,88,94,93.6,,14,99,113,87.6,,16,96,112,85.7,,8,98,106,92.5,,10,95,105,90.5,,,
75,Plymouth,12,0063,Akron Westfield,3,35,38,92.1,,8,27,35,77.1,,3,28,31,90.3,,8,21,29,72.4,,10,28,38,73.7,,6,21,27,77.8,,2,28,30,93.3,,,
11,Buena Vista,05,0072,Albert City-Truesdale,small N,small N,small N,small N,,2,13,15,86.7,,small N,small N,small N,small N,,5,12,17,70.6,,0,0,0,,,0,0,0,,,0,0,0,,,,
68,Monroe,15,0081,Albia,19,62,81,76.5,,23,57,80,71.3,,15,65,80,81.3,,16,63,79,79.7,,20,57,77,74,,17,55,72,76.4,,14,71,85,83.5,,,
57,Linn,10,0099,Alburnett,11,41,52,78.8,,7,33,40,82.5,,4,39,43,90.7,,17,28,45,62.2,,8,36,44,81.8,,10,37,47,78.7,,9,39,48,81.3,,,
42,Hardin,07,0108,Alden,12,17,29,58.6,,5,13,18,72.2,,5,16,21,76.2,,15,74,89,83.1,,0,0,0,,,0,0,0,,,0,0,0,,,,
55,Kossuth,05,0126,Algona,12,89,101,88.1,,16,70,86,81.4,,26,60,86,69.8,,10,79,89,88.8,,8,89,97,91.8,,25,69,94,73.4,,17,83,100,83,,,
03,Allamakee,01,0135,Allamakee,10,66,76,86.8,,6,61,67,91,,9,59,68,86.8,,18,78,96,81.3,,11,50,61,82,,16,64,80,80,,14,76,90,84.4,,,
12,Butler,07,0153,North Butler,10,39,49,79.6,,15,41,56,73.2,,8,36,44,81.8,,5,30,35,85.7,,9,26,35,74.3,,9,36,45,80,,7,39,46,84.8,,,
11,Buena Vista,05,0171,Alta,7,30,37,81.1,,13,25,38,65.8,,9,24,33,72.7,,0,0,0,,,0,0,0,,,0,0,0,,,6,46,52,88.5,,,
85,Story,11,0225,Ames,27,228,255,89.4,,27,220,247,89.1,,39,265,304,87.2,,32,214,246,87,,29,250,279,89.6,,42,243,285,85.3,,27,237,264,89.8,,,
53,Jones,10,0234,Anamosa,19,60,79,75.9,,17,58,75,77.3,,18,57,75,76,,27,51,78,65.4,,22,75,97,77.3,,17,74,91,81.3,,19,73,92,79.3,,,
49,Jackson,09,0243,Andrew,5,12,17,70.6,,1,9,10,90,,2,17,19,89.5,,6,8,14,57.1,,2,17,19,89.5,,5,10,15,66.7,,0,0,0,,,,
77,Polk,11,0261,Ankeny,72,712,784,90.8,,81,690,771,89.5,,81,682,763,89.4,,95,627,722,86.8,,81,661,742,89.1,,77,608,685,88.8,,35,579,614,94.3,,,
12,Butler,07,0279,Aplington-Parkersburg,6,46,52,88.5,,6,54,60,90,,12,42,54,77.8,,14,37,51,72.5,,19,46,65,70.8,,15,38,53,71.7,,9,63,72,87.5,,,
32,Emmet,05,0333,North Union,7,26,33,78.8,,4,15,19,78.9,,10,17,27,63,,0,0,0,,,0,0,0,,,0,0,0,,,6,33,39,84.6,,,
24,Crawford,12,0355,Ar-We-Va,0,13,13,100,,1,13,14,92.9,,2,11,13,84.6,,2,14,16,87.5,,2,11,13,84.6,,1,11,12,91.7,,0,13,13,100,,,
15,Cass,13,0387,Atlantic,18,89,107,83.2,,28,78,106,73.6,,20,71,91,78,,26,78,104,75,,10,86,96,89.6,,22,76,98,77.6,,15,60,75,80,,,
05,Audubon,11,0414,Audubon,5,31,36,86.1,,8,20,28,71.4,,4,33,37,89.2,,6,32,38,84.2,,8,28,36,77.8,,6,21,27,77.8,,6,47,53,88.7,,,
18,Cherokee,12,0423,Aurelia,1,9,10,90,,3,8,11,72.7,,3,11,14,78.6,,19,33,52,63.5,,14,40,54,74.1,,12,41,53,77.4,,0,0,0,,,,
78,Pottawattamie,13,0441,A-H-S-T,7,26,33,78.8,,7,25,32,78.1,,8,25,33,75.8,,8,29,37,78.4,,11,31,42,73.8,,12,25,37,67.6,,9,41,50,82,,,
85,Story,11,0472,Ballard,20,78,98,79.6,,26,83,109,76.1,,25,79,104,76,,28,106,134,79.1,,21,103,124,83.1,,19,94,113,83.2,,21,90,111,81.1,,,
47,Ida,12,0504,Battle Creek-Ida Grove,6,48,54,88.9,,5,34,39,87.2,,11,38,49,77.6,,0,0,0,,,0,0,0,,,small N,small N,small N,small N,,8,43,51,84.3,,,
50,Jasper,11,0513,Baxter,8,27,35,77.1,,10,24,34,70.6,,3,19,22,86.4,,4,23,27,85.2,,8,19,27,70.4,,4,26,30,86.7,,3,27,30,90,,,
38,Grundy,07,0540,BCLUW,11,29,40,72.5,,7,31,38,81.6,,14,31,45,68.9,,6,31,37,83.8,,7,31,38,81.6,,10,42,52,80.8,,10,38,48,79.2,,,
87,Taylor,13,0549,Bedford,7,34,41,82.9,,5,18,23,78.3,,9,21,30,70,,3,23,26,88.5,,4,25,29,86.2,,3,23,26,88.5,,0,35,35,100,,,
06,Benton,10,0576,Belle Plaine,0,24,24,100,,10,32,42,76.2,,5,42,47,89.4,,9,27,36,75,,13,29,42,69,,11,35,46,76.1,,9,25,34,73.5,,,
49,Jackson,09,0585,Bellevue,9,36,45,80,,6,30,36,83.3,,7,33,40,82.5,,16,24,40,60,,17,36,53,67.9,,11,44,55,80,,9,42,51,82.4,,,
99,Wright,07,0594,Belmond-Klemme,11,23,34,67.6,,10,44,54,81.5,,5,59,64,92.2,,7,43,50,86,,8,33,41,80.5,,7,31,38,81.6,,7,32,39,82.1,,,
16,Cedar,09,0603,Bennett,small N,small N,small N,small N,,small N,small N,small N,small N,,5,7,12,58.3,,2,10,12,83.3,,0,0,0,,,0,0,0,,,0,0,0,,,,
06,Benton,10,0609,Benton,20,70,90,77.8,,18,74,92,80.4,,22,89,111,80.2,,11,101,112,90.2,,16,73,89,82,,11,89,100,89,,17,81,98,82.7,,,
82,Scott,09,0621,Bettendorf,37,237,274,86.5,,42,234,276,84.8,,31,265,296,89.5,,47,247,294,84,,52,270,322,83.9,,76,260,336,77.4,,46,294,340,86.5,,,
90,Wapello,15,0657,Eddyville-Blakesburg-,23,48,71,67.6,,10,43,53,81.1,,19,49,68,72.1,,24,45,69,65.2,,16,52,68,76.5,,15,63,78,80.8,,10,37,47,78.7,,,
77,Polk,11,0720,Bondurant-Farrar,23,126,149,84.6,,28,112,140,80,,17,98,115,85.2,,25,103,128,80.5,,15,105,120,87.5,,16,101,117,86.3,,16,89,105,84.8,,,
08,Boone,11,0729,Boone,32,98,130,75.4,,9,99,108,91.7,,20,92,112,82.1,,21,104,125,83.2,,38,102,140,72.9,,30,106,136,77.9,,24,132,156,84.6,,,
84,Sioux,12,0747,Boyden-Hull,2,45,47,95.7,,2,43,45,95.6,,12,37,49,75.5,,6,43,49,87.8,,6,42,48,87.5,,7,37,44,84.1,,10,35,45,77.8,,,
41,Hancock,07,0819,West Hancock,4,42,46,91.3,,8,37,45,82.2,,17,28,45,62.2,,9,33,42,78.6,,7,32,39,82.1,,6,30,36,83.3,,13,31,44,70.5,,,
79,Poweshiek,07,0846,Brooklyn-Guernsey-Malcom,4,30,34,88.2,,5,34,39,87.2,,8,26,34,76.5,,4,24,28,85.7,,10,29,39,74.4,,12,32,44,72.7,,12,41,53,77.4,,,
95,Winnebago,07,0873,North Iowa,6,21,27,77.8,,7,16,23,69.6,,7,24,31,77.4,,4,16,20,80,,11,26,37,70.3,,10,22,32,68.8,,7,23,30,76.7,,,
29,Des Moines,15,0882,Burlington,72,214,286,74.8,,59,191,250,76.4,,67,211,278,75.9,,92,183,275,66.5,,99,181,280,64.6,,94,139,233,59.7,,69,162,231,70.1,,,
15,Cass,13,0914,CAM,6,27,33,81.8,,7,32,39,82.1,,6,34,40,85,,10,32,42,76.2,,13,33,46,71.7,,15,31,46,67.4,,5,51,56,91.1,,,
35,Franklin,07,0916,CAL,8,9,17,52.9,,8,11,19,57.9,,3,13,16,81.3,,9,8,17,47.1,,6,10,16,62.5,,4,9,13,69.2,,2,10,12,83.3,,,
23,Clinton,09,0918,Calamus-Wheatland,3,27,30,90,,8,22,30,73.3,,9,17,26,65.4,,9,26,35,74.3,,8,26,34,76.5,,11,35,46,76.1,,6,31,37,83.8,,,
23,Clinton,09,0936,Camanche,16,50,66,75.8,,14,65,79,82.3,,11,59,70,84.3,,9,67,76,88.2,,23,51,74,68.9,,8,55,63,87.3,,13,67,80,83.8,,,
90,Wapello,15,0977,Cardinal,20,24,44,54.5,,16,21,37,56.8,,15,25,40,62.5,,7,26,33,78.8,,19,20,39,51.3,,9,35,44,79.5,,7,33,40,82.5,,,
91,Warren,11,0981,Carlisle,28,97,125,77.6,,27,110,137,80.3,,15,110,125,88,,26,109,135,80.7,,24,111,135,82.2,,23,142,165,86.1,,22,129,151,85.4,,,
14,Carroll,11,0999,Carroll,25,107,132,81.1,,9,105,114,92.1,,21,93,114,81.6,,12,93,105,88.6,,14,86,100,86,,9,81,90,90,,2,106,108,98.1,,,
07,Black Hawk,07,1044,Cedar Falls,49,325,374,86.9,,43,303,346,87.6,,66,336,402,83.6,,52,284,336,84.5,,51,292,343,85.1,,68,292,360,81.1,,25,348,373,93.3,,,
57,Linn,10,1053,Cedar Rapids,296,719,1015,70.8,,281,747,1028,72.7,,280,776,1056,73.5,,318,751,1069,70.3,,334,745,1079,69,,308,778,1086,71.6,,203,801,1004,79.8,,,
57,Linn,10,1062,Center Point-Urbana,13,90,103,87.4,,27,77,104,74,,20,90,110,81.8,,26,85,111,76.6,,23,100,123,81.3,,15,82,97,84.5,,15,88,103,85.4,,,
04,Appanoose,15,1071,Centerville,20,65,85,76.5,,18,66,84,78.6,,17,69,86,80.2,,13,86,99,86.9,,20,89,109,81.7,,22,60,82,73.2,,14,74,88,84.1,,,
56,Lee,15,1079,Central Lee,14,48,62,77.4,,12,60,72,83.3,,21,54,75,72,,7,59,66,89.4,,16,49,65,75.4,,14,66,80,82.5,,9,69,78,88.5,,,
22,Clayton,01,1080,Central,10,27,37,73,,5,27,32,84.4,,3,26,29,89.7,,6,24,30,80,,4,27,31,87.1,,7,23,30,76.7,,8,28,36,77.8,,,
23,Clinton,09,1082,Central DeWitt,26,63,89,70.8,,15,80,95,84.2,,15,83,98,84.7,,13,66,79,83.5,,20,85,105,81,,20,81,101,80.2,,18,105,123,85.4,,,
57,Linn,10,1089,Central City,4,22,26,84.6,,6,24,30,80,,7,26,33,78.8,,9,20,29,69,,9,20,29,69,,8,28,36,77.8,,4,32,36,88.9,,,
27,Decatur,13,1093,Central Decatur,20,25,45,55.6,,18,39,57,68.4,,15,42,57,73.7,,18,23,41,56.1,,8,25,33,75.8,,14,32,46,69.6,,9,34,43,79.1,,,
60,Lyon,12,1095,Central Lyon,4,50,54,92.6,,9,47,56,83.9,,8,36,44,81.8,,11,40,51,78.4,,6,43,49,87.8,,7,34,41,82.9,,2,36,38,94.7,,,
59,Lucas,15,1107,Chariton,25,60,85,70.6,,18,57,75,76,,22,61,83,73.5,,27,56,83,67.5,,33,67,100,67,,22,73,95,76.8,,23,77,100,77,,,
34,Floyd,07,1116,Charles City,29,66,95,69.5,,31,73,104,70.2,,19,71,90,78.9,,23,75,98,76.5,,16,82,98,83.7,,23,92,115,80,,12,94,106,88.7,,,
24,Crawford,12,1134,Charter Oak-Ute,3,17,20,85,,2,11,13,84.6,,5,14,19,73.7,,9,10,19,52.6,,7,14,21,66.7,,6,8,14,57.1,,4,16,20,80,,,
18,Cherokee,12,1152,Cherokee,14,60,74,81.1,,18,60,78,76.9,,10,54,64,84.4,,13,57,70,81.4,,14,47,61,77,,8,60,68,88.2,,12,57,69,82.6,,,
73,Page,13,1197,Clarinda,26,42,68,61.8,,26,44,70,62.9,,13,49,62,79,,12,46,58,79.3,,9,45,54,83.3,,19,48,67,71.6,,23,51,74,68.9,,,
99,Wright,05,1206,Clarion-Goldfield-Dows,11,47,58,81,,18,36,54,66.7,,10,47,57,82.5,,14,51,65,78.5,,9,43,52,82.7,,9,60,69,87,,12,41,53,77.4,,,
20,Clarke,13,1211,Clarke,33,70,103,68,,30,65,95,68.4,,22,61,83,73.5,,23,63,86,73.3,,25,56,81,69.1,,21,64,85,75.3,,33,53,86,61.6,,,
12,Butler,07,1215,Clarksville,3,23,26,88.5,,2,14,16,87.5,,2,19,21,90.5,,7,13,20,65,,6,17,23,73.9,,6,14,20,70,,0,26,26,100,,,
21,Clay,05,1218,Clay Central-Everly,3,14,17,82.4,,5,14,19,73.7,,6,18,24,75,,1,21,22,95.5,,5,12,17,70.6,,5,21,26,80.8,,2,18,20,90,,,
52,Johnson,10,1221,Clear Creek Amana,27,122,149,81.9,,18,122,140,87.1,,32,108,140,77.1,,46,99,145,68.3,,24,94,118,79.7,,26,98,124,79,,26,98,124,79,,,
17,Cerro Gordo,07,1233,Clear Lake,9,72,81,88.9,,12,74,86,86,,15,72,87,82.8,,11,79,90,87.8,,5,80,85,94.1,,15,69,84,82.1,,26,66,92,71.7,,,
23,Clinton,09,1278,Clinton,42,205,247,83,,20,206,226,91.2,,23,182,205,88.8,,49,189,238,79.4,,66,163,229,71.2,,70,159,229,69.4,,48,201,249,80.7,,,
50,Jasper,11,1332,Colfax-Mingo,8,39,47,83,,11,27,38,71.1,,7,41,48,85.4,,4,39,43,90.7,,20,41,61,67.2,,12,37,49,75.5,,9,30,39,76.9,,,
57,Linn,10,1337,College,92,281,373,75.3,,88,286,374,76.5,,83,284,367,77.4,,85,288,373,77.2,,67,303,370,81.9,,85,268,353,75.9,,55,250,305,82,,,
85,Story,11,1350,Collins-Maxwell,6,33,39,84.6,,4,20,24,83.3,,6,26,32,81.3,,6,18,24,75,,13,24,37,64.9,,7,26,33,78.8,,8,15,23,65.2,,,
85,Story,11,1359,Colo-NESCO School,4,24,28,85.7,,5,23,28,82.1,,13,27,40,67.5,,1,32,33,97,,7,26,33,78.8,,11,21,32,65.6,,2,25,27,92.6,,,
58,Louisa,09,1368,Columbus,21,22,43,51.2,,18,24,42,57.1,,21,26,47,55.3,,17,35,52,67.3,,27,23,50,46,,17,32,49,65.3,,21,32,53,60.4,,,
14,Carroll,11,1413,Coon Rapids-Bayard,3,15,18,83.3,,4,15,19,78.9,,8,19,27,70.4,,11,13,24,54.2,,5,19,24,79.2,,7,17,24,70.8,,7,22,29,75.9,,,
02,Adams,13,1431,Corning,4,21,25,84,,5,13,18,72.2,,10,19,29,65.5,,0,0,0,,,0,0,0,,,0,0,0,,,13,38,51,74.5,,,
41,Hancock,07,1449,Corwith-Wesley,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,small N,small N,small N,small N,,2,8,10,80,,small N,small N,small N,small N,,,
78,Pottawattamie,13,1476,Council Bluffs,236,390,626,62.3,,200,402,602,66.8,,171,370,541,68.4,,187,397,584,68,,161,410,571,71.8,,164,356,520,68.5,,151,348,499,69.7,,,
88,Union,13,1503,Creston,28,68,96,70.8,,22,80,102,78.4,,25,59,84,70.2,,25,72,97,74.2,,28,54,82,65.9,,17,65,82,79.3,,16,104,120,86.7,,,
25,Dallas,11,1576,Dallas Center-Grimes,15,173,188,92,,17,165,182,90.7,,19,153,172,89,,28,158,186,84.9,,24,139,163,85.3,,28,131,159,82.4,,28,132,160,82.5,,,
29,Des Moines,15,1602,Danville,10,47,57,82.5,,16,19,35,54.3,,9,31,40,77.5,,15,26,41,63.4,,9,38,47,80.9,,12,39,51,76.5,,11,37,48,77.1,,,
82,Scott,09,1611,Davenport,385,667,1052,63.4,,378,675,1053,64.1,,370,720,1090,66.1,,398,595,993,59.9,,397,620,1017,61,,359,612,971,63,,259,679,938,72.4,,,
26,Davis,15,1619,Davis County,29,62,91,68.1,,24,73,97,75.3,,15,68,83,81.9,,13,60,73,82.2,,18,59,77,76.6,,25,61,86,70.9,,16,79,95,83.2,,,
96,Winneshiek,01,1638,Decorah Community,10,76,86,88.4,,20,96,116,82.8,,12,110,122,90.2,,10,100,110,90.9,,9,102,111,91.9,,10,93,103,90.3,,4,143,147,97.3,,,
23,Clinton,09,1675,Delwood,1,26,27,96.3,,4,16,20,80,,0,16,16,100,,0,15,15,100,,0,0,0,,,0,0,0,,,0,0,0,,,,
24,Crawford,12,1701,Denison,29,94,123,76.4,,44,90,134,67.2,,37,96,133,72.2,,35,87,122,71.3,,34,119,153,77.8,,27,105,132,79.5,,36,124,160,77.5,,,
09,Bremer,07,1719,Denver,2,47,49,95.9,,11,53,64,82.8,,7,46,53,86.8,,1,55,56,98.2,,4,45,49,91.8,,4,51,55,92.7,,4,49,53,92.5,,,
77,Polk,11,1737,Des Moines Independent,920,1400,2320,60.3,,845,1366,2211,61.8,,742,1492,2234,66.8,,774,1200,1974,60.8,,759,1212,1971,61.5,,786,1188,1974,60.2,,600,1085,1685,64.4,,,
80,Ringgold,13,1782,Diagonal,small N,small N,small N,small N,,3,7,10,70,,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,,
38,Grundy,07,1791,Dike-New Hartford,10,50,60,83.3,,8,48,56,85.7,,6,48,54,88.9,,11,54,65,83.1,,8,46,54,85.2,,6,54,60,90,,8,50,58,86.2,,,
31,Dubuque,01,1863,Dubuque,178,480,658,72.9,,200,495,695,71.2,,180,500,680,73.5,,236,518,754,68.7,,201,509,710,71.7,,203,514,717,71.7,,142,576,718,80.2,,,
07,Black Hawk,07,1908,Dunkerton,7,22,29,75.9,,7,16,23,69.6,,5,30,35,85.7,,10,21,31,67.7,,8,28,36,77.8,,8,23,31,74.2,,9,26,35,74.3,,,
43,Harrison,13,1917,Boyer Valley,6,19,25,76,,9,14,23,60.9,,9,22,31,71,,9,27,36,75,,8,23,31,74.2,,13,20,33,60.6,,6,21,27,77.8,,,
16,Cedar,09,1926,Durant,11,33,44,75,,10,33,43,76.7,,11,42,53,79.2,,10,32,42,76.2,,13,35,48,72.9,,7,42,49,85.7,,11,45,56,80.4,,,
99,Wright,05,1944,Eagle Grove,16,52,68,76.5,,10,42,52,80.8,,18,34,52,65.4,,15,35,50,70,,18,35,53,66,,12,38,50,76,,13,37,50,74,,,
61,Madison,11,1953,Earlham,10,32,42,76.2,,10,23,33,69.7,,12,37,49,75.5,,9,35,44,79.5,,10,41,51,80.4,,11,30,41,73.2,,7,35,42,83.3,,,
10,Buchanan,07,1963,East Buchanan,11,36,47,76.6,,12,28,40,70,,2,34,36,94.4,,8,37,45,82.2,,9,35,44,79.5,,6,30,36,83.3,,4,34,38,89.5,,,
49,Jackson,09,1965,Easton Valley,1,36,37,97.3,,7,30,37,81.1,,5,32,37,86.5,,9,26,35,74.3,,9,23,32,71.9,,13,26,39,66.7,,7,28,35,80,,,
64,Marshall,07,1968,East Marshall,7,41,48,85.4,,9,47,56,83.9,,6,57,63,90.5,,15,35,50,70,,11,42,53,79.2,,18,47,65,72.3,,16,49,65,75.4,,,
88,Union,13,1970,East Union,14,22,36,61.1,,11,19,30,63.3,,11,24,35,68.6,,6,30,36,83.3,,8,23,31,74.2,,10,17,27,63,,9,24,33,72.7,,,
03,Allamakee,01,1972,Eastern Allamakee,1,18,19,94.7,,5,14,19,73.7,,5,26,31,83.9,,5,16,21,76.2,,9,27,36,75,,5,22,27,81.5,,4,16,20,80,,,
97,Woodbury,12,1975,River Valley,3,22,25,88,,6,26,32,81.3,,6,20,26,76.9,,6,27,33,81.8,,2,24,26,92.3,,3,30,33,90.9,,2,22,24,91.7,,,
28,Delaware,01,1989,Edgewood-Colesburg,7,28,35,80,,13,19,32,59.4,,10,36,46,78.3,,11,28,39,71.8,,10,23,33,69.7,,8,31,39,79.5,,12,29,41,70.7,,,
42,Hardin,07,2007,Eldora-New Providence,9,33,42,78.6,,9,26,35,74.3,,9,29,38,76.3,,small N,small N,small N,small N,,0,0,0,,,small N,small N,small N,small N,,11,44,55,80,,,
74,Palo Alto,05,2088,Emmetsburg,14,44,58,75.9,,15,38,53,71.7,,18,32,50,64,,16,39,55,70.9,,14,42,56,75,,9,32,41,78,,12,44,56,78.6,,,
48,Iowa,10,2097,English Valleys,8,24,32,75,,13,19,32,59.4,,6,30,36,83.3,,2,21,23,91.3,,7,25,32,78.1,,6,28,34,82.4,,6,23,29,79.3,,,
73,Page,13,2113,Essex,6,9,15,60,,4,7,11,63.6,,4,11,15,73.3,,5,10,15,66.7,,3,10,13,76.9,,1,15,16,93.8,,0,12,12,100,,,
32,Emmet,05,2124,Estherville Lincoln,26,66,92,71.7,,35,60,95,63.2,,27,74,101,73.3,,34,54,88,61.4,,30,54,84,64.3,,25,55,80,68.8,,18,61,79,77.2,,,
83,Shelby,11,2151,Exira-Elk Horn-,2,16,18,88.9,,3,23,26,88.5,,1,22,23,95.7,,6,14,20,70,,7,24,31,77.4,,0,18,18,100,,4,16,20,80,,,
